year,month,day,PCx,PCy,phase,Amp(nrm),Amp(non-nrm)
1979,3,22,1.223,-0.908,8,1.523,553.5
1979,3,23,1.391,-0.705,8,1.56,569.3
1979,3,24,1.526,-0.484,8,1.601,586.2
1979,3,25,1.623,-0.251,8,1.642,602.3
1979,3,26,1.678,-0.012,8,1.678,615.9
1979,3,27,1.69,0.226,1,1.705,625.7
1979,3,28,1.659,0.456,1,1.721,630.5
1979,3,29,1.586,0.672,1,1.723,629.6
1979,3,30,1.472,0.868,1,1.709,622.9
1979,3,31,1.322,1.037,1,1.68,610.4
1979,4,1,1.14,1.174,2,1.637,592.5
1979,4,2,0.933,1.276,2,1.581,570
1979,4,3,0.707,1.339,2,1.514,544
1979,4,4,0.47,1.361,2,1.44,515.6
1979,4,5,0.23,1.342,2,1.361,486.5
1979,4,6,-0.004,1.283,3,1.283,458
1979,4,7,-0.226,1.186,3,1.207,431.5
1979,4,8,-0.428,1.055,3,1.139,408.2
1979,4,9,-0.602,0.896,3,1.079,388.8
1979,4,10,-0.744,0.714,4,1.031,373.5
1979,4,11,-0.849,0.515,4,0.993,361.8
1979,4,12,-0.914,0.309,4,0.964,352.9
1979,4,13,-0.937,0.101,4,0.943,345.9
1979,4,14,-0.92,-0.099,5,0.925,339.6
1979,4,15,-0.864,-0.285,5,0.91,333
1979,4,16,-0.772,-0.45,5,0.893,325.7
1979,4,17,-0.649,-0.587,5,0.875,317.4
1979,4,18,-0.501,-0.692,6,0.854,308.1
1979,4,19,-0.336,-0.76,6,0.831,298.2
1979,4,20,-0.159,-0.791,6,0.806,288.3
1979,4,21,0.019,-0.782,7,0.782,279.2
1979,4,22,0.193,-0.734,7,0.759,271.6
1979,4,23,0.354,-0.651,7,0.741,266.3
1979,4,24,0.495,-0.536,7,0.729,263.7
1979,4,25,0.61,-0.393,8,0.726,264.2
1979,4,26,0.695,-0.229,8,0.732,267.8
1979,4,27,0.745,-0.05,8,0.747,274.2
1979,4,28,0.76,0.135,1,0.772,283.1
1979,4,29,0.738,0.32,1,0.804,294
1979,4,30,0.68,0.497,1,0.842,306.3
1979,5,1,0.59,0.658,2,0.884,319.5
1979,5,2,0.47,0.798,2,0.926,333
1979,5,3,0.325,0.911,2,0.967,346.4
1979,5,4,0.163,0.991,2,1.004,359
1979,5,5,-0.011,1.037,3,1.037,370.2
1979,5,6,-0.189,1.045,3,1.062,379.6
1979,5,7,-0.364,1.016,3,1.079,386.6
1979,5,8,-0.529,0.951,3,1.088,391.1
1979,5,9,-0.678,0.851,3,1.088,392.7
1979,5,10,-0.804,0.72,4,1.08,391.5
1979,5,11,-0.903,0.564,4,1.065,387.9
1979,5,12,-0.971,0.387,4,1.045,382.3
1979,5,13,-1.005,0.195,4,1.024,375.5
1979,5,14,-1.005,-0.004,5,1.005,368.8
1979,5,15,-0.97,-0.203,5,0.991,363.3
1979,5,16,-0.902,-0.398,5,0.985,360.1
1979,5,17,-0.803,-0.579,5,0.99,360.1
1979,5,18,-0.678,-0.743,6,1.006,363.9
1979,5,19,-0.532,-0.884,6,1.032,371.2
1979,5,20,-0.369,-0.998,6,1.064,381.2
1979,5,21,-0.195,-1.081,6,1.099,392.8
1979,5,22,-0.018,-1.133,6,1.133,404.5
1979,5,23,0.157,-1.151,7,1.161,415
1979,5,24,0.325,-1.136,7,1.182,422.9
1979,5,25,0.479,-1.09,7,1.191,427.2
1979,5,26,0.615,-1.015,7,1.187,427.2
1979,5,27,0.73,-0.915,7,1.17,422.4
1979,5,28,0.819,-0.793,8,1.14,413
1979,5,29,0.882,-0.653,8,1.098,399
1979,5,30,0.918,-0.501,8,1.045,381.4
1979,5,31,0.925,-0.342,8,0.987,360.9
1979,6,1,0.907,-0.18,8,0.925,339.1
1979,6,2,0.865,-0.02,8,0.865,317.5
1979,6,3,0.801,0.132,1,0.812,297.8
1979,6,4,0.719,0.274,1,0.77,281.6
1979,6,5,0.623,0.402,1,0.742,270.1
1979,6,6,0.517,0.513,1,0.729,263.8
1979,6,7,0.405,0.605,2,0.728,262.3
1979,6,8,0.291,0.677,2,0.737,264.3
1979,6,9,0.18,0.728,2,0.75,268.1
1979,6,10,0.073,0.758,2,0.762,272
1979,6,11,-0.025,0.768,3,0.768,274.4
1979,6,12,-0.112,0.759,3,0.768,274.3
1979,6,13,-0.186,0.734,3,0.757,270.8
1979,6,14,-0.247,0.693,3,0.736,263.6
1979,6,15,-0.294,0.64,3,0.704,252.7
1979,6,16,-0.327,0.576,3,0.663,238.3
1979,6,17,-0.347,0.506,3,0.613,221
1979,6,18,-0.356,0.43,3,0.558,201.4
1979,6,19,-0.354,0.351,4,0.498,180.5
1979,6,20,-0.344,0.272,4,0.438,159.2
1979,6,21,-0.327,0.195,4,0.381,138.8
1979,6,22,-0.307,0.12,4,0.33,120.7
1979,6,23,-0.285,0.051,4,0.29,106.2
1979,6,24,-0.263,-0.013,5,0.264,96.7
1979,6,25,-0.243,-0.071,5,0.253,92.7
1979,6,26,-0.226,-0.122,5,0.257,93.6
1979,6,27,-0.212,-0.167,5,0.27,98.1
1979,6,28,-0.204,-0.204,6,0.288,104.4
1979,6,29,-0.2,-0.235,6,0.308,111.4
1979,6,30,-0.2,-0.26,6,0.328,118.2
1979,7,1,-0.203,-0.279,6,0.345,124.5
1979,7,2,-0.21,-0.293,6,0.36,129.9
1979,7,3,-0.217,-0.302,6,0.372,134.1
1979,7,4,-0.225,-0.307,6,0.38,137.1
1979,7,5,-0.231,-0.307,6,0.384,138.5
1979,7,6,-0.234,-0.304,6,0.383,138.2
1979,7,7,-0.232,-0.296,6,0.376,135.8
1979,7,8,-0.226,-0.284,6,0.363,131
1979,7,9,-0.213,-0.269,6,0.343,123.7
1979,7,10,-0.194,-0.248,6,0.315,113.7
1979,7,11,-0.168,-0.224,6,0.28,101
1979,7,12,-0.137,-0.195,6,0.238,85.8
1979,7,13,-0.1,-0.161,6,0.19,68.3
1979,7,14,-0.059,-0.124,6,0.137,49.2
1979,7,15,-0.016,-0.082,6,0.084,29.9
1979,7,16,0.027,-0.037,7,0.046,16.6
1979,7,17,0.07,0.01,1,0.07,25.8
1979,7,18,0.109,0.058,1,0.123,44.9
1979,7,19,0.142,0.106,1,0.177,64.5
1979,7,20,0.169,0.151,1,0.227,82.4
1979,7,21,0.188,0.193,2,0.27,97.6
1979,7,22,0.197,0.23,2,0.303,109.4
1979,7,23,0.197,0.259,2,0.325,117.2
1979,7,24,0.185,0.278,2,0.334,120.4
1979,7,25,0.165,0.287,2,0.331,118.9
1979,7,26,0.135,0.283,2,0.313,112.5
1979,7,27,0.097,0.266,2,0.283,101.4
1979,7,28,0.053,0.235,2,0.241,86
1979,7,29,0.006,0.189,2,0.19,67.7
1979,7,30,-0.043,0.131,3,0.138,49.2
1979,7,31,-0.091,0.059,4,0.109,39.6
1979,8,1,-0.136,-0.024,5,0.138,50.5
1979,8,2,-0.174,-0.115,5,0.209,75.9
1979,8,3,-0.204,-0.213,6,0.295,106.7
1979,8,4,-0.224,-0.314,6,0.385,139
1979,8,5,-0.232,-0.415,6,0.475,170.9
1979,8,6,-0.228,-0.512,6,0.56,201.1
1979,8,7,-0.211,-0.602,6,0.638,228.5
1979,8,8,-0.182,-0.681,6,0.705,252.2
1979,8,9,-0.141,-0.746,6,0.759,271.5
1979,8,10,-0.089,-0.795,6,0.8,285.7
1979,8,11,-0.03,-0.824,6,0.824,294.4
1979,8,12,0.036,-0.832,7,0.833,297.4
1979,8,13,0.105,-0.818,7,0.825,294.8
1979,8,14,0.175,-0.782,7,0.802,286.7
1979,8,15,0.242,-0.725,7,0.764,273.6
1979,8,16,0.304,-0.647,7,0.715,256.5
1979,8,17,0.359,-0.55,7,0.657,236.5
1979,8,18,0.403,-0.438,7,0.595,215.4
1979,8,19,0.436,-0.314,8,0.537,195.4
1979,8,20,0.456,-0.182,8,0.49,179.3
1979,8,21,0.462,-0.045,8,0.464,170.3
1979,8,22,0.455,0.093,1,0.464,170.2
1979,8,23,0.435,0.226,1,0.491,179.1
1979,8,24,0.405,0.352,1,0.536,194.6
1979,8,25,0.364,0.467,2,0.592,213.7
1979,8,26,0.317,0.568,2,0.65,233.7
1979,8,27,0.265,0.653,2,0.704,252.5
1979,8,28,0.211,0.72,2,0.75,268.5
1979,8,29,0.158,0.769,2,0.785,280.6
1979,8,30,0.108,0.8,2,0.807,288.3
1979,8,31,0.064,0.813,2,0.816,291.4
1979,9,1,0.028,0.812,2,0.812,290
1979,9,2,0.001,0.796,2,0.796,284.3
1979,9,3,-0.016,0.77,3,0.77,275.1
1979,9,4,-0.023,0.736,3,0.737,263.1
1979,9,5,-0.019,0.698,3,0.698,249.3
1979,9,6,-0.007,0.658,3,0.658,234.9
1979,9,7,0.012,0.619,2,0.619,221.1
1979,9,8,0.037,0.584,2,0.585,209
1979,9,9,0.064,0.555,2,0.559,199.5
1979,9,10,0.091,0.533,2,0.541,193.2
1979,9,11,0.115,0.519,2,0.531,190
1979,9,12,0.133,0.513,2,0.53,189.5
1979,9,13,0.143,0.514,2,0.533,190.8
1979,9,14,0.142,0.521,2,0.54,193.1
1979,9,15,0.128,0.531,2,0.547,195.5
1979,9,16,0.101,0.544,2,0.553,197.7
1979,9,17,0.058,0.555,2,0.558,199.3
1979,9,18,0.002,0.562,2,0.562,200.6
1979,9,19,-0.068,0.561,3,0.565,202
1979,9,20,-0.151,0.551,3,0.571,204.4
1979,9,21,-0.244,0.528,3,0.582,208.8
1979,9,22,-0.344,0.491,3,0.6,216.1
1979,9,23,-0.449,0.437,4,0.627,227
1979,9,24,-0.555,0.367,4,0.665,242.1
1979,9,25,-0.657,0.28,4,0.714,261.1
1979,9,26,-0.753,0.177,4,0.774,283.6
1979,9,27,-0.839,0.059,4,0.841,308.7
1979,9,28,-0.911,-0.072,5,0.914,335.5
1979,9,29,-0.967,-0.213,5,0.99,362.9
1979,9,30,-1.003,-0.36,5,1.066,389.9
1979,10,1,-1.018,-0.51,5,1.138,415.5
1979,10,2,-1.01,-0.658,5,1.205,438.8
1979,10,3,-0.978,-0.801,5,1.264,459
1979,10,4,-0.924,-0.934,6,1.314,475.6
1979,10,5,-0.846,-1.054,6,1.351,487.9
1979,10,6,-0.748,-1.156,6,1.377,495.7
1979,10,7,-0.631,-1.238,6,1.39,499.1
1979,10,8,-0.497,-1.298,6,1.389,498
1979,10,9,-0.351,-1.332,6,1.378,492.8
1979,10,10,-0.195,-1.341,6,1.355,484.3
1979,10,11,-0.033,-1.325,6,1.325,473.1
1979,10,12,0.131,-1.282,7,1.289,460.4
1979,10,13,0.292,-1.216,7,1.25,447.1
1979,10,14,0.447,-1.127,7,1.212,434.5
1979,10,15,0.592,-1.018,7,1.178,423.7
1979,10,16,0.725,-0.893,7,1.15,415.4
1979,10,17,0.841,-0.755,8,1.131,410
1979,10,18,0.939,-0.608,8,1.119,407.5
1979,10,19,1.017,-0.456,8,1.115,407.4
1979,10,20,1.074,-0.303,8,1.116,408.8
1979,10,21,1.109,-0.153,8,1.119,410.6
1979,10,22,1.121,-0.009,8,1.122,411.6
1979,10,23,1.113,0.125,1,1.12,410.9
1979,10,24,1.084,0.246,1,1.112,407.5
1979,10,25,1.037,0.352,1,1.095,400.8
1979,10,26,0.974,0.44,1,1.069,390.4
1979,10,27,0.896,0.511,1,1.032,376.3
1979,10,28,0.808,0.564,1,0.985,358.5
1979,10,29,0.712,0.598,1,0.93,337.5
1979,10,30,0.61,0.616,2,0.867,313.9
1979,10,31,0.507,0.617,2,0.799,288.4
1979,11,1,0.404,0.606,2,0.728,262.1
1979,11,2,0.303,0.583,2,0.657,236.1
1979,11,3,0.208,0.552,2,0.59,211.4
1979,11,4,0.119,0.516,2,0.53,189.4
1979,11,5,0.039,0.478,2,0.479,171.3
1979,11,6,-0.034,0.441,3,0.442,157.9
1979,11,7,-0.097,0.407,3,0.419,149.7
1979,11,8,-0.152,0.38,3,0.409,146.6
1979,11,9,-0.2,0.36,3,0.412,148
1979,11,10,-0.241,0.35,3,0.425,153
1979,11,11,-0.277,0.349,3,0.446,160.9
1979,11,12,-0.309,0.359,3,0.474,171.2
1979,11,13,-0.339,0.379,3,0.508,183.8
1979,11,14,-0.369,0.407,3,0.549,198.6
1979,11,15,-0.4,0.441,3,0.595,215.3
1979,11,16,-0.434,0.479,3,0.646,233.8
1979,11,17,-0.471,0.518,3,0.701,253.3
1979,11,18,-0.513,0.555,3,0.756,273.3
1979,11,19,-0.558,0.587,3,0.81,293
1979,11,20,-0.607,0.609,3,0.86,311.4
1979,11,21,-0.658,0.62,4,0.904,327.7
1979,11,22,-0.71,0.616,4,0.94,341.1
1979,11,23,-0.761,0.595,4,0.966,350.9
1979,11,24,-0.808,0.555,4,0.98,356.8
1979,11,25,-0.85,0.495,4,0.983,358.3
1979,11,26,-0.881,0.415,4,0.974,355.8
1979,11,27,-0.901,0.315,4,0.955,349.4
1979,11,28,-0.906,0.198,4,0.928,340
1979,11,29,-0.894,0.066,4,0.896,328.9
1979,11,30,-0.862,-0.079,5,0.866,317.6
1979,12,1,-0.809,-0.231,5,0.841,308.2
1979,12,2,-0.735,-0.386,5,0.83,302.8
1979,12,3,-0.638,-0.54,5,0.836,303.4
1979,12,4,-0.52,-0.688,6,0.862,311.1
1979,12,5,-0.382,-0.824,6,0.908,325.9
1979,12,6,-0.226,-0.943,6,0.97,346.9
1979,12,7,-0.057,-1.041,6,1.043,372.4
1979,12,8,0.124,-1.115,7,1.122,400.6
1979,12,9,0.311,-1.16,7,1.201,429.7
1979,12,10,0.5,-1.176,7,1.277,458.1
1979,12,11,0.685,-1.16,7,1.347,484.5
1979,12,12,0.862,-1.113,7,1.408,508
1979,12,13,1.025,-1.037,7,1.458,527.8
1979,12,14,1.17,-0.932,8,1.496,543.4
1979,12,15,1.293,-0.803,8,1.522,554.6
1979,12,16,1.39,-0.654,8,1.537,561.2
1979,12,17,1.459,-0.489,8,1.539,563.2
1979,12,18,1.497,-0.313,8,1.529,560.7
1979,12,19,1.504,-0.132,8,1.509,553.9
1979,12,20,1.478,0.047,1,1.479,542.9
1979,12,21,1.423,0.221,1,1.44,528
1979,12,22,1.338,0.382,1,1.391,509.7
1979,12,23,1.227,0.527,1,1.336,488.2
1979,12,24,1.094,0.652,1,1.273,464
1979,12,25,0.942,0.752,1,1.205,437.7
1979,12,26,0.775,0.827,2,1.133,410
1979,12,27,0.599,0.874,2,1.06,381.8
1979,12,28,0.419,0.894,2,0.987,354.1
1979,12,29,0.238,0.886,2,0.918,328.3
1979,12,30,0.061,0.854,2,0.856,305.7
1979,12,31,-0.107,0.798,3,0.806,287.8
1980,1,1,-0.262,0.724,3,0.77,275.9
1980,1,2,-0.403,0.634,3,0.751,270.4
1980,1,3,-0.527,0.532,3,0.749,271.2
1980,1,4,-0.632,0.424,4,0.761,277.1
1980,1,5,-0.718,0.313,4,0.783,286.3
1980,1,6,-0.784,0.205,4,0.81,296.9
1980,1,7,-0.831,0.102,4,0.837,307.2
1980,1,8,-0.86,0.009,4,0.86,315.7
1980,1,9,-0.873,-0.072,5,0.876,321.5
1980,1,10,-0.872,-0.138,5,0.883,323.8
1980,1,11,-0.859,-0.188,5,0.879,322.2
1980,1,12,-0.836,-0.22,5,0.864,316.6
1980,1,13,-0.805,-0.235,5,0.839,307.3
1980,1,14,-0.77,-0.233,5,0.805,294.7
1980,1,15,-0.732,-0.217,5,0.763,279.5
1980,1,16,-0.692,-0.187,5,0.717,262.6
1980,1,17,-0.653,-0.146,5,0.669,245.1
1980,1,18,-0.614,-0.097,5,0.622,228.1
1980,1,19,-0.578,-0.043,5,0.58,212.8
1980,1,20,-0.544,0.014,4,0.545,199.9
1980,1,21,-0.513,0.069,4,0.518,189.9
1980,1,22,-0.484,0.12,4,0.498,182.6
1980,1,23,-0.456,0.165,4,0.485,177.4
1980,1,24,-0.429,0.201,4,0.474,173.1
1980,1,25,-0.402,0.227,4,0.462,168.3
1980,1,26,-0.375,0.24,4,0.445,162
1980,1,27,-0.346,0.239,4,0.421,153
1980,1,28,-0.315,0.225,4,0.387,140.9
1980,1,29,-0.281,0.198,4,0.344,125.1
1980,1,30,-0.245,0.157,4,0.291,105.9
1980,1,31,-0.205,0.104,4,0.23,84
1980,2,1,-0.163,0.04,4,0.167,61.3
1980,2,2,-0.117,-0.034,5,0.122,44.7
1980,2,3,-0.069,-0.115,6,0.134,48.2
1980,2,4,-0.02,-0.201,6,0.202,72
1980,2,5,0.031,-0.289,7,0.291,103.9
1980,2,6,0.083,-0.378,7,0.387,138.4
1980,2,7,0.134,-0.464,7,0.483,173
1980,2,8,0.185,-0.546,7,0.576,206.3
1980,2,9,0.234,-0.619,7,0.662,237.3
1980,2,10,0.282,-0.683,7,0.739,265
1980,2,11,0.327,-0.735,7,0.804,288.6
1980,2,12,0.369,-0.772,7,0.856,307.2
1980,2,13,0.409,-0.793,7,0.892,320.5
1980,2,14,0.445,-0.796,7,0.912,328
1980,2,15,0.479,-0.78,7,0.915,329.3
1980,2,16,0.509,-0.744,7,0.901,324.7
1980,2,17,0.535,-0.687,7,0.871,314.2
1980,2,18,0.558,-0.609,7,0.826,298.6
1980,2,19,0.576,-0.511,8,0.77,279.2
1980,2,20,0.59,-0.393,8,0.708,257.8
1980,2,21,0.597,-0.257,8,0.65,237.6
1980,2,22,0.599,-0.105,8,0.608,222.8
1980,2,23,0.592,0.06,1,0.595,218.3
1980,2,24,0.576,0.236,1,0.623,227.6
1980,2,25,0.55,0.417,1,0.69,250.9
1980,2,26,0.512,0.6,2,0.789,285.2
1980,2,27,0.462,0.781,2,0.907,326.2
1980,2,28,0.397,0.952,2,1.032,370
1980,2,29,0.318,1.111,2,1.155,413.4
1980,3,1,0.223,1.25,2,1.27,453.8
1980,3,2,0.114,1.364,2,1.369,489
1980,3,3,-0.008,1.449,3,1.449,517.5
1980,3,4,-0.142,1.5,3,1.507,538.1
1980,3,5,-0.286,1.512,3,1.539,550.1
1980,3,6,-0.436,1.483,3,1.546,553.3
1980,3,7,-0.589,1.411,3,1.529,548.1
1980,3,8,-0.739,1.294,3,1.49,535.7
1980,3,9,-0.881,1.134,3,1.436,518.2
1980,3,10,-1.011,0.932,4,1.375,498.4
1980,3,11,-1.122,0.692,4,1.318,480.2
1980,3,12,-1.209,0.42,4,1.279,468.2
1980,3,13,-1.266,0.12,4,1.272,466.6
1980,3,14,-1.289,-0.198,5,1.304,478.4
1980,3,15,-1.274,-0.527,5,1.379,504.1
1980,3,16,-1.219,-0.856,5,1.489,541.7
1980,3,17,-1.121,-1.175,6,1.624,587.7
1980,3,18,-0.981,-1.475,6,1.771,638
1980,3,19,-0.8,-1.744,6,1.919,688.7
1980,3,20,-0.583,-1.974,6,2.058,736.6
1980,3,21,-0.333,-2.155,6,2.181,779.2
1980,3,22,-0.057,-2.281,6,2.282,814.7
1980,3,23,0.237,-2.345,7,2.357,841.9
1980,3,24,0.54,-2.344,7,2.406,860.3
1980,3,25,0.842,-2.277,7,2.428,869.9
1980,3,26,1.133,-2.144,7,2.425,871.3
1980,3,27,1.403,-1.948,7,2.401,865.4
1980,3,28,1.641,-1.695,7,2.359,853.8
1980,3,29,1.839,-1.392,8,2.306,838.1
1980,3,30,1.988,-1.048,8,2.247,819.9
1980,3,31,2.082,-0.675,8,2.188,801.2
1980,4,1,2.116,-0.284,8,2.135,783.3
1980,4,2,2.089,0.112,1,2.092,767.6
1980,4,3,1.998,0.499,1,2.06,754.8
1980,4,4,1.848,0.865,1,2.041,745.4
1980,4,5,1.642,1.199,1,2.033,739.1
1980,4,6,1.386,1.489,2,2.034,735.8
1980,4,7,1.089,1.727,2,2.041,734.7
1980,4,8,0.76,1.905,2,2.051,735.4
1980,4,9,0.412,2.02,2,2.062,737
1980,4,10,0.055,2.069,2,2.07,739.1
1980,4,11,-0.299,2.053,3,2.074,741.2
1980,4,12,-0.637,1.974,3,2.074,742.6
1980,4,13,-0.948,1.838,3,2.068,742.9
1980,4,14,-1.224,1.652,3,2.056,741.4
1980,4,15,-1.455,1.425,4,2.036,737.5
1980,4,16,-1.634,1.167,4,2.008,730.3
1980,4,17,-1.758,0.889,4,1.97,719.1
1980,4,18,-1.825,0.602,4,1.921,703.4
1980,4,19,-1.834,0.318,4,1.861,682.5
1980,4,20,-1.787,0.047,4,1.788,656.2
1980,4,21,-1.69,-0.202,5,1.702,624.4
1980,4,22,-1.547,-0.421,5,1.604,587.5
1980,4,23,-1.367,-0.603,5,1.494,546.1
1980,4,24,-1.158,-0.745,5,1.377,501.5
1980,4,25,-0.929,-0.844,5,1.255,455.1
1980,4,26,-0.69,-0.899,6,1.134,409
1980,4,27,-0.45,-0.913,6,1.018,365.5
1980,4,28,-0.217,-0.889,6,0.915,327.3
1980,4,29,0.001,-0.831,7,0.831,296.9
1980,4,30,0.196,-0.747,7,0.772,276.2
1980,5,1,0.365,-0.641,7,0.738,265.3
1980,5,2,0.503,-0.523,7,0.726,262.6
1980,5,3,0.609,-0.398,8,0.727,264.8
1980,5,4,0.681,-0.274,8,0.734,268.5
1980,5,5,0.722,-0.156,8,0.739,270.8
1980,5,6,0.733,-0.051,8,0.735,269.6
1980,5,7,0.718,0.038,1,0.719,263.8
1980,5,8,0.681,0.109,1,0.689,252.9
1980,5,9,0.627,0.159,1,0.647,236.9
1980,5,10,0.56,0.19,1,0.592,216.5
1980,5,11,0.487,0.201,1,0.527,192.7
1980,5,12,0.412,0.194,1,0.456,166.4
1980,5,13,0.339,0.174,1,0.381,139.1
1980,5,14,0.272,0.144,1,0.307,112.2
1980,5,15,0.213,0.107,1,0.238,87
1980,5,16,0.165,0.068,1,0.178,65.1
1980,5,17,0.128,0.03,1,0.132,48.3
1980,5,18,0.104,-0.002,8,0.104,38
1980,5,19,0.09,-0.027,8,0.094,34.5
1980,5,20,0.087,-0.042,8,0.096,35.2
1980,5,21,0.092,-0.044,8,0.102,37.3
1980,5,22,0.103,-0.035,8,0.109,39.9
1980,5,23,0.119,-0.014,8,0.12,43.9
1980,5,24,0.136,0.017,1,0.137,50.2
1980,5,25,0.152,0.058,1,0.163,59.6
1980,5,26,0.166,0.105,1,0.197,71.6
1980,5,27,0.176,0.156,1,0.235,85.3
1980,5,28,0.181,0.207,2,0.275,99.5
1980,5,29,0.179,0.257,2,0.314,113
1980,5,30,0.171,0.303,2,0.348,125.1
1980,5,31,0.156,0.342,2,0.376,134.8
1980,6,1,0.135,0.372,2,0.395,141.7
1980,6,2,0.109,0.391,2,0.406,145.4
1980,6,3,0.078,0.4,2,0.408,145.8
1980,6,4,0.044,0.398,2,0.401,143.1
1980,6,5,0.007,0.386,2,0.386,137.8
1980,6,6,-0.031,0.364,3,0.365,130.3
1980,6,7,-0.069,0.333,3,0.34,121.6
1980,6,8,-0.106,0.296,3,0.315,112.8
1980,6,9,-0.142,0.255,3,0.292,104.9
1980,6,10,-0.176,0.211,3,0.275,99.2
1980,6,11,-0.207,0.166,4,0.266,96.5
1980,6,12,-0.236,0.123,4,0.266,97.1
1980,6,13,-0.262,0.082,4,0.275,100.6
1980,6,14,-0.286,0.045,4,0.289,106
1980,6,15,-0.306,0.012,4,0.307,112.5
1980,6,16,-0.324,-0.016,5,0.325,119.2
1980,6,17,-0.34,-0.04,5,0.342,125.6
1980,6,18,-0.353,-0.06,5,0.358,131.2
1980,6,19,-0.363,-0.076,5,0.371,135.8
1980,6,20,-0.37,-0.09,5,0.38,139.4
1980,6,21,-0.373,-0.103,5,0.387,141.8
1980,6,22,-0.373,-0.115,5,0.39,143
1980,6,23,-0.369,-0.129,5,0.391,143
1980,6,24,-0.36,-0.146,5,0.388,142
1980,6,25,-0.346,-0.165,5,0.383,140
1980,6,26,-0.327,-0.188,5,0.377,137.6
1980,6,27,-0.302,-0.216,5,0.371,135.1
1980,6,28,-0.272,-0.247,5,0.367,133.2
1980,6,29,-0.236,-0.282,6,0.368,132.9
1980,6,30,-0.195,-0.32,6,0.375,134.8
1980,7,1,-0.15,-0.359,6,0.389,139.6
1980,7,2,-0.1,-0.4,6,0.412,147.3
1980,7,3,-0.047,-0.439,6,0.441,157.6
1980,7,4,0.008,-0.475,7,0.475,169.6
1980,7,5,0.065,-0.507,7,0.511,182.4
1980,7,6,0.121,-0.532,7,0.545,195
1980,7,7,0.175,-0.549,7,0.576,206.1
1980,7,8,0.226,-0.556,7,0.6,215.1
1980,7,9,0.273,-0.551,7,0.615,220.9
1980,7,10,0.314,-0.535,7,0.62,223
1980,7,11,0.348,-0.505,7,0.613,221
1980,7,12,0.374,-0.462,7,0.594,214.6
1980,7,13,0.392,-0.405,7,0.564,204
1980,7,14,0.399,-0.336,8,0.522,189.5
1980,7,15,0.398,-0.256,8,0.473,172.1
1980,7,16,0.386,-0.165,8,0.42,153.3
1980,7,17,0.364,-0.066,8,0.37,135.7
1980,7,18,0.333,0.038,1,0.336,123.1
1980,7,19,0.294,0.146,1,0.328,119.8
1980,7,20,0.247,0.254,2,0.354,128.2
1980,7,21,0.194,0.359,2,0.408,146.5
1980,7,22,0.136,0.458,2,0.478,170.9
1980,7,23,0.074,0.548,2,0.553,197.6
1980,7,24,0.012,0.626,2,0.626,223.7
1980,7,25,-0.051,0.69,3,0.692,247.2
1980,7,26,-0.111,0.738,3,0.746,266.6
1980,7,27,-0.167,0.767,3,0.785,280.8
1980,7,28,-0.217,0.778,3,0.808,289
1980,7,29,-0.26,0.769,3,0.812,290.7
1980,7,30,-0.294,0.741,3,0.797,285.6
1980,7,31,-0.318,0.694,3,0.763,273.9
1980,8,1,-0.331,0.631,3,0.713,256
1980,8,2,-0.334,0.553,3,0.646,232.4
1980,8,3,-0.325,0.464,3,0.566,204.2
1980,8,4,-0.306,0.366,3,0.477,172.4
1980,8,5,-0.277,0.264,4,0.382,138.5
1980,8,6,-0.239,0.16,4,0.288,104.7
1980,8,7,-0.194,0.059,4,0.203,74.3
1980,8,8,-0.144,-0.037,5,0.149,54.6
1980,8,9,-0.091,-0.123,6,0.153,55.2
1980,8,10,-0.038,-0.197,6,0.201,71.8
1980,8,11,0.015,-0.258,7,0.258,92.1
1980,8,12,0.063,-0.303,7,0.309,110.5
1980,8,13,0.106,-0.331,7,0.348,124.6
1980,8,14,0.141,-0.344,7,0.372,133.4
1980,8,15,0.166,-0.342,7,0.38,136.6
1980,8,16,0.181,-0.327,7,0.373,134.2
1980,8,17,0.185,-0.3,7,0.352,126.7
1980,8,18,0.177,-0.264,7,0.318,114.7
1980,8,19,0.159,-0.224,7,0.274,98.9
1980,8,20,0.13,-0.181,7,0.223,80.4
1980,8,21,0.093,-0.139,7,0.167,60.3
1980,8,22,0.049,-0.102,7,0.113,40.6
1980,8,23,0,-0.072,6,0.072,25.9
1980,8,24,-0.052,-0.052,6,0.074,26.7
1980,8,25,-0.103,-0.044,5,0.112,41.1
1980,8,26,-0.152,-0.048,5,0.16,58.4
1980,8,27,-0.196,-0.064,5,0.206,75.5
1980,8,28,-0.233,-0.093,5,0.251,91.6
1980,8,29,-0.26,-0.133,5,0.292,106.5
1980,8,30,-0.277,-0.182,5,0.331,120.5
1980,8,31,-0.282,-0.237,5,0.368,133.5
1980,9,1,-0.275,-0.295,6,0.403,145.9
1980,9,2,-0.256,-0.354,6,0.437,157.4
1980,9,3,-0.226,-0.409,6,0.467,167.9
1980,9,4,-0.186,-0.458,6,0.494,177
1980,9,5,-0.137,-0.497,6,0.515,184.4
1980,9,6,-0.083,-0.524,6,0.53,189.4
1980,9,7,-0.024,-0.536,6,0.537,191.7
1980,9,8,0.036,-0.533,7,0.535,191
1980,9,9,0.096,-0.515,7,0.524,187.2
1980,9,10,0.152,-0.48,7,0.504,180.4
1980,9,11,0.203,-0.431,7,0.477,171.2
1980,9,12,0.247,-0.37,7,0.445,160.2
